Fold_id	trigram	type_of_bracketing
0 	German-j_insurance-n_giant-n 	R
0 	popular-j_spreadsheet-n_program-n 	R
0 	severe-j_blood-n_anemia-n 	R
0 	final-j_deficit-n_bill-n 	R
0 	possible-j_earthquake-n_damage-n 	R
0 	public-j_debt-n_offering-n 	R
0 	world-n_oil-n_demand-n 	R
0 	top-j_management-n_team-n 	R
0 	performing-n_industry-n_group-n 	R
0 	white-j_police-n_officer-n 	R
0 	vinyl-n_chloride-n_monomer-n 	R
0 	lengthy-j_labor-n_dispute-n 	R
0 	comprehensive-j_net-n_assessment-n 	R
0 	national-j_advertising-n_director-n 	R
0 	additional-j_manufacturing-n_capacity-n 	R
0 	on-line-j_transaction-n_processing-n 	R
0 	good-j_debt-n_investment-n 	R
0 	own-j_summit-n_agreement-n 	R
0 	high-quality-j_management-n_team-n 	R
0 	early-j_debt-n_retirement-n 	R
0 	chief-n_bullion-n_trader-n 	R
0 	weekly-j_inventory-n_report-n 	R
0 	semiconductor-n_research-n_project-n 	R
0 	small-j_merchant-n_bank-n 	R
0 	European-j_trading-n_day-n 	R
0 	commercial-j_rent-n_control-n 	R
0 	special-j_retirement-n_option-n 	R
0 	federal-j_child-n_care-n 	R
0 	former-j_newspaper-n_reporter-n 	R
0 	new-j_management-n_team-n 	R
0 	net-j_exchange-n_rate-n 	R
0 	great-j_garbage-n_truck-n 	R
0 	European-j_defense-n_contracting-n 	R
0 	Turkish-j_refugee-n_tragedy-n 	R
0 	former-j_intelligence-n_official-n 	R
0 	hostile-j_tender-n_offer-n 	R
0 	same-j_apartment-n_building-n 	R
0 	total-j_truck-n_production-n 	R
0 	city-n_health-n_director-n 	R
0 	usual-j_hearing-n_procedure-n 	R
0 	official-j_discount-n_rate-n 	R
0 	record-n_trade-n_deficit-n 	R
0 	low-j_blood-n_sugar-n 	R
0 	overall-j_stock-n_market-n 	R
0 	big-j_cash-n_profit-n 	R
0 	current-j_asset-n_value-n 	R
0 	domestic-j_credit-n_squeeze-n 	R
0 	European-j_luxury-n_import-n 	R
0 	world-n_insurance-n_market-n 	R
0 	important-j_swing-n_area-n 	R
0 	own-j_peace-n_plan-n 	R
0 	possible-j_takeover-n_candidate-n 	R
0 	modern-j_movie-n_making-n 	R
0 	federal-j_court-n_magistrate-n 	R
0 	American-j_printing-n_industry-n 	R
0 	computer-aided-j_program-n_trading-n 	R
0 	cheap-j_basement-n_space-n 	R
0 	special-j_shareholder-n_meeting-n 	R
0 	steel-n_service-n_center-n 	R
0 	world-wide-j_lighting-n_volume-n 	R
0 	strong-j_investor-n_demand-n 	R
0 	new-j_pricing-n_strategy-n 	R
0 	preferred-j_stock-n_dividend-n 	R
0 	so-called-j_greenhouse-n_effect-n 	R
0 	own-j_newspaper-n_empire-n 	R
0 	annual-j_shareholder-n_meeting-n 	R
0 	last-j_series-n_sweep-n 	R
0 	great-j_equity-n_participation-n 	R
0 	ornamental-j_iron-n_fence-n 	R
0 	large-j_sand-n_trap-n 	R
0 	retail-j_banking-n_officer-n 	L
0 	pay-n_raise-n_offer-n 	L
0 	food-n_service-n_market-n 	L
0 	royalty-n_tax-n_proposal-n 	L
0 	gain-n_tax-n_reduction-n 	L
0 	genetic-j_engineering-n_trick-n 	L
0 	joint-j_operating-n_agreement-n 	L
0 	fast-j_food-n_chain-n 	L
0 	limited-j_partnership-n_unit-n 	L
0 	current-j_account-n_gap-n 	L
0 	public-j_garden-n_designer-n 	L
0 	trust-n_fund-n_cash-n 	L
0 	general-j_stock-n_fund-n 	L
0 	high-definition-j_television-n_market-n 	L
0 	steam-n_turbine-n_plant-n 	L
0 	major-j_market-n_evil-n 	L
0 	health-n_facility-n_bond-n 	L
0 	home-n_fitness-n_equipment-n 	L
0 	long-distance-j_telephone-n_market-n 	L
0 	natural-j_gas-n_price-n 	L
0 	credit-n_collection-n_concern-n 	L
0 	ad-n_agency-n_network-n 	L
0 	office-n_expense-n_allowance-n 	L
0 	cold-j_fusion-n_research-n 	L
0 	takeover-n_stock-n_trader-n 	L
0 	junk-n_bond-n_offering-n 	L
0 	hurricane-n_relief-n_effort-n 	L
0 	civic-j_center-n_project-n 	L
0 	computer-n_industry-n_executive-n 	L
0 	real-j_estate-n_research-n 	L
0 	tax-n_increment-n_financing-n 	L
0 	property-n_sale-n_loss-n 	L
0 	real-j_estate-n_deal-n 	L
0 	two-year-j_note-n_sale-n 	L
0 	financial-j_service-n_investment-n 	L
0 	gas-n_future-n_contract-n 	L
0 	household-n_saving-n_rate-n 	L
0 	general-j_obligation-n_market-n 	L
0 	wafer-n_fabrication-n_plant-n 	L
0 	stock-n_manipulation-n_trial-n 	L
0 	ticket-n_processing-n_center-n 	L
0 	crude-j_oil-n_sector-n 	L
0 	building-n_supply-n_contract-n 	L
0 	electrical-j_assembly-n_business-n 	L
0 	limited-j_partnership-n_subsidiary-n 	L
0 	regional-j_brokerage-n_firm-n 	L
0 	leveraged-j_buy-out-n_structure-n 	L
0 	retail-j_finance-n_division-n 	L
0 	bankruptcy-n_court-n_protection-n 	L
0 	health-n_care-n_provider-n 	L
0 	regulatory-j_capital-n_position-n 	L
0 	electrical-j_engineering-n_group-n 	L
0 	student-n_loan-n_program-n 	L
0 	office-n_building-n_management-n 	L
0 	resonance-n_imaging-n_equipment-n 	L
0 	talk-n_show-n_format-n 	L
0 	foreign-j_bank-n_analyst-n 	L
0 	cancer-n_treatment-n_specialist-n 	L
0 	income-n_tax-n_rate-n 	L
0 	health-n_maintenance-n_organization-n 	L
0 	real-j_estate-n_tax-n 	L
0 	stock-n_price-n_drop-n 	L
0 	national-j_network-n_contract-n 	L
0 	public-j_bond-n_market-n 	L
0 	rate-n_adjustment-n_amount-n 	L
0 	commission-n_house-n_buying-n 	L
0 	state-n_security-n_appartus-n 	L
0 	task-n_force-n_commander-n 	L
0 	stock-n_selling-n_pressure-n 	L
0 	statutory-j_debt-n_limit-n 	L
0 	deficit-n_reduction-n_law-n 	L
0 	cash-n_management-n_bill-n 	L
0 	stock-n_market-n_correction-n 	L
0 	computer-n_product-n_president-n 	L
0 	soft-j_commodity-n_specialist-n 	L
0 	school-n_district-n_bond-n 	L
0 	second-j_section-n_volume-n 	L
1 	good-j_package-n_price-n 	R
1 	former-j_vice-n_president-n 	R
1 	executive-j_vice-n_president-finance-n 	R
1 	major-j_entertainment-n_powerhouse-n 	R
1 	related-j_support-n_equipment-n 	R
1 	past-j_dollar-n_depreciation-n 	R
1 	long-j_shelf-n_life-n 	R
1 	local-j_stock-n_market-n 	R
1 	big-j_defense-n_spending-n 	R
1 	so-called-j_participation-n_certificate-n 	R
1 	aggressive-j_marketing-n_campaign-n 	R
1 	other-j_tax-n_relief-n 	R
1 	far-reaching-j_cooperation-n_accord-n 	R
1 	international-j_sex-n_symbol-n 	R
1 	record-j_expansion-n_program-n 	R
1 	overall-j_unemployment-n_rate-n 	R
1 	annual-j_price-n_growth-n 	R
1 	French-j_computer-n_maker-n 	R
1 	toxic-j_waste-n_dump-n 	R
1 	reconciliation-n_garbage-n_truck-n 	R
1 	top-j_stock-n_trader-n 	R
1 	overall-j_quota-n_program-n 	R
1 	cash-n_tender-n_offer-n 	R
1 	polished-j_bronze-n_sculpture-n 	R
1 	consumer-n_price-n_index-n 	R
1 	old-j_tin-n_can-n 	R
1 	American-j_business-n_history-n 	R
1 	early-j_plastic-n_pencil-n 	R
1 	good-j_track-n_record-n 	R
1 	current-j_market-n_leader-n 	R
1 	new-j_marketing-n_unit-n 	R
1 	Soviet-j_space-n_program-n 	R
1 	European-j_department-n_store-n 	R
1 	substantial-j_buying-n_interest-n 	R
1 	other-j_revenue-n_bill-n 	R
1 	top-j_party-n_position-n 	R
1 	international-j_food-n_retailer-n 	R
1 	narrow-j_election-n_victory-n 	R
1 	new-j_advertising-n_slogan-n 	R
1 	fast-food-n_chicken-n_market-n 	R
1 	government-n_takeover-n_restriction-n 	R
1 	powerful-j_microprocessor-n_chip-n 	R
1 	preferential-j_tax-n_treatment-n 	R
1 	British-j_television-n_interviewer-n 	R
1 	existing-j_tax-n_liability-n 	R
1 	on-site-j_investment-n_counselor-n 	R
1 	first-j_bond-n_auction-n 	R
1 	so-called-j_poison-n_pill-n 	R
1 	important-j_business-n_relationship-n 	R
1 	new-j_specialty-n_court-n 	R
1 	unoccupied-j_office-n_space-n 	R
1 	major-j_power-n_plant-n 	R
1 	Dutch-j_utility-n_firm-n 	R
1 	hostile-j_takeover-n_attempt-n 	R
1 	employee-n_stock-n_ownership-n 	R
1 	plastic-j_packing-n_material-n 	R
1 	current-j_serial-n_bond-n 	R
1 	recent-j_stock-n_trading-n 	R
1 	substantial-j_equity-n_stake-n 	R
1 	computer-assisted-j_trading-n_system-n 	R
1 	additional-j_semiconductor-n_work-n 	R
1 	late-j_yesterday-n_afternoon-n 	R
1 	broad-j_industry-n_slump-n 	R
1 	suburban-j_office-n_market-n 	R
1 	large-j_trade-n_union-n 	R
1 	new-j_entertainment-n_division-n 	R
1 	large-j_tax-n_benefit-n 	R
1 	direct-j_cash-n_assistance-n 	R
1 	big-j_food-n_commodity-n 	R
1 	former-j_patent-n_lawyer-n 	R
1 	French-j_auto-n_maker-n 	R
1 	late-j_stock-n_offering-n 	R
1 	major-j_entertainment-n_company-n 	R
1 	small-j_price-n_increment-n 	R
1 	substantial-j_pay-n_cut-n 	R
1 	fall-n_tv-n_season-n 	R
1 	emergency-n_highway-n_assistance-n 	R
1 	Soviet-j_purchasing-n_spree-n 	R
1 	other-j_telecommunications-n_equipment-n 	R
1 	overall-j_job-n_gain-n 	R
1 	small-j_net-n_loss-n 	R
1 	alleged-j_accounting-n_fraud-n 	R
1 	reverse-n_stock-n_split-n 	R
1 	family-n_banking-n_empire-n 	R
1 	major-j_brokerage-n_firm-n 	R
1 	retail-j_pc-n_market-n 	R
1 	titanium-n_engine-n_disk-n 	R
1 	presidential-j_task-n_force-n 	R
1 	other-j_prescription-n_medicine-n 	R
1 	local-j_subway-n_line-n 	R
1 	new-j_bank-n_relationship-n 	R
1 	long-term-j_buying-n_strategy-n 	R
1 	opulent-j_life-n_style-n 	R
1 	big-j_egg-n_user-n 	R
1 	chief-j_executive-n_position-n 	R
1 	more-j_tax-n_revenue-n 	R
1 	recent-j_market-n_slide-n 	R
1 	new-j_poison-n_pill-n 	R
1 	high-j_debt-n_level-n 	R
1 	new-j_product-n_line-n 	R
1 	major-j_opposition-n_leader-n 	R
1 	total-j_capital-n_investment-n 	R
1 	long-term-j_credit-n_bank-n 	R
1 	branch-n_vice-n_president-n 	R
1 	independent-j_power-n_producer-n 	R
1 	mild-j_heart-n_attack-n 	R
1 	local-j_labor-n_pool-n 	R
1 	potential-j_breeding-n_ground-n 	R
1 	minor-j_property-n_destruction-n 	R
1 	upward-j_price-n_movement-n 	R
1 	black-j_advertising-n_executive-n 	R
1 	other-j_working-n_capital-n 	R
1 	independent-j_oil-n_company-n 	R
1 	large-j_equity-n_investor-n 	R
1 	six-month-j_training-n_wage-n 	R
1 	personal-j_income-n_tax-n 	R
1 	other-j_labor-n_group-n 	R
1 	former-j_chief-n_executive-n 	R
1 	improved-j_program-n_performance-n 	R
1 	family-n_license-n_plate-n 	R
1 	new-j_merger-n_partner-n 	R
1 	strong-j_loan-n_growth-n 	R
1 	global-j_liquor-n_business-n 	R
1 	Libyan-j_desert-n_town-n 	R
1 	new-j_future-n_contract-n 	R
1 	dusty-j_farm-n_district-n 	R
1 	central-j_computer-n_network-n 	R
1 	management-n_equity-n_participation-n 	R
1 	internal-j_cash-n_generation-n 	R
1 	new-j_party-n_chief-n 	R
1 	first-j_home-n_run-n 	R
1 	other-j_age-n_group-n 	R
1 	European-j_insurance-n_industry-n 	R
1 	recent-j_price-n_action-n 	R
1 	casino-n_floor-n_space-n 	R
1 	traditional-j_food-n_business-n 	R
1 	progressive-j_tax-n_rate-n 	R
1 	initial-j_interest-n_rate-n 	R
1 	full-fledged-j_movie-n_studio-n 	R
1 	big-j_trade-n_deficit-n 	R
1 	serious-j_tax-n_evasion-n 	R
1 	technical-j_trading-n_operation-n 	R
1 	indoor-j_air-n_pollution-n 	R
1 	possible-j_takeover-n_bid-n 	R
1 	new-j_marketing-n_concern-n 	R
1 	final-j_credit-n_determination-n 	R
1 	recreational-j_vehicle-n_industry-n 	L
1 	environmental-j_management-n_concern-n 	L
1 	entry-n_level-n_machine-n 	L
1 	jewelry-n_store-n_operator-n 	L
1 	grammar-n_school-n_education-n 	L
1 	drug-related-j_murder-n_rate-n 	L
1 	import-n_trade-n_restraint-n 	L
1 	joint-j_venture-n_partner-n 	L
1 	computerized-j_trading-n_technique-n 	L
1 	money-n_market-n_fund-n 	L
1 	private-j_market-n_basis-n 	L
1 	insider-n_trading-n_investigation-n 	L
1 	consumer-n_price-n_report-n 	L
1 	data-n_storage-n_equipment-n 	L
1 	program-n_trading-n_vehicle-n 	L
1 	central-j_bank-n_intervention-n 	L
1 	stock-n_market-n_sell-off-n 	L
1 	oil-n_maintenance-n_schedule-n 	L
1 	tax-n_cut-n_plan-n 	L
1 	real-j_estate-n_consultant-n 	L
1 	budget-n_reconciliation-n_bill-n 	L
1 	stratospheric-j_ozone-n_loss-n 	L
1 	immune-j_control-n_agent-n 	L
1 	junk-n_bond-n_market-n 	L
1 	stock-n_exchange-n_collateral-n 	L
1 	specific-j_management-n_team-n 	L
1 	tape-n_cartridge-n_system-n 	L
1 	disk-n_drive-n_subsidiary-n 	L
1 	foreign-j_policy-n_board-n 	L
1 	capital-n_investment-n_program-n 	L
1 	storm-n_damage-n_loss-n 	L
1 	national-j_security-n_adviser-n 	L
1 	fragrance-n_control-n_system-n 	L
1 	small-j_denomination-n_CD-n 	L
1 	banking-n_department-n_spokesman-n 	L
1 	investment-n_banking-n_revenue-n 	L
1 	food-n_service-n_industry-n 	L
1 	private-sector-j_employment-n_cost-n 	L
1 	red-j_granite-n_mausoleum-n 	L
1 	investment-n_banking-n_concern-n 	L
1 	auto-n_industry-n_analyst-n 	L
1 	natural-j_resource-n_concern-n 	L
1 	law-n_school-n_graduate-n 	L
1 	construction-n_engineering-n_firm-n 	L
1 	low-j_resolution-n_standard-n 	L
1 	commercial-j_real-estate-n_company-n 	L
1 	network-n_news-n_program-n 	L
1 	public-j_school-n_system-n 	L
1 	real-j_estate-n_department-n 	L
1 	industrial-j_output-n_number-n 	L
1 	real-j_estate-n_income-n 	L
1 	major-j_disaster-n_area-n 	L
1 	ad-n_agency-n_business-n 	L
1 	pension-n_fund-n_money-n 	L
1 	leveraged-j_buy-out-n_fund-n 	L
1 	pay-n_tv-n_business-n 	L
1 	junk-n_bond-n_rout-n 	L
1 	advanced-j_propulsion-n_system-n 	L
1 	field-n_fence-n_business-n 	L
1 	wastewater-n_system-n_improvement-n 	L
1 	beer-n_packaging-n_worker-n 	L
1 	jewelry-n_store-n_chain-n 	L
1 	appeal-n_court-n_ruling-n 	L
1 	tv-n_production-n_company-n 	L
1 	investment-n_banking-n_arm-n 	L
1 	credit-n_rating-n_information-n 	L
1 	oil-n_drilling-n_seal-n 	L
1 	prepaid-j_card-n_idea-n 	L
1 	independent-j_power-n_segment-n 	L
1 	environmental-j_protection-n_program-n 	L
1 	stock-n_price-n_index-n 	L
1 	foreign-j_policy-n_embarrassment-n 	L
1 	chemical-n_price-n_retreat-n 	L
1 	automated-j_process-n_system-n 	L
1 	flight-n_simulation-n_division-n 	L
1 	roll-n_call-n_vote-n 	L
1 	bankruptcy-n_court-n_judge-n 	L
2 	ambitious-j_student-n_recital-n 	R
2 	proposed-j_holding-n_company-n 	R
2 	potential-j_production-n_disruption-n 	R
2 	full-j_bidding-n_contest-n 	R
2 	broad-j_stock-n_market-n 	R
2 	severe-j_cost-n_cutting-n 	R
2 	significant-j_support-n_level-n 	R
2 	cash-n_interest-n_bill-n 	R
2 	so-called-j_cargo-n_system-n 	R
2 	British-j_tv-n_company-n 	R
2 	global-j_petroleum-n_demand-n 	R
2 	other-j_commodity-n_market-n 	R
2 	big-j_revenue-n_loser-n 	R
2 	temporary-j_inflation-n_blip-n 	R
2 	new-j_wage-n_deal-n 	R
2 	huge-j_budget-n_surplus-n 	R
2 	fresh-j_buying-n_interest-n 	R
2 	little-j_sand-n_village-n 	R
2 	sensible-j_energy-n_pricing-n 	R
2 	big-j_buy-n_order-n 	R
2 	world-n_ivory-n_trade-n 	R
2 	German-j_stock-n_index-n 	R
2 	investment-n_research-n_department-n 	R
2 	strong-j_brand-n_disloyalty-n 	R
2 	30-day-j_review-n_period-n 	R
2 	underground-j_computer-n_center-n 	R
2 	British-j_stock-n_market-n 	R
2 	Japanese-j_car-n_market-n 	R
2 	new-j_auto-n_chassis-n 	R
2 	good-j_health-care-n_team-n 	R
2 	unfavorable-j_exchange-n_rate-n 	R
2 	low-cost-j_production-n_capacity-n 	R
2 	mass-n_consumer-n_market-n 	R
2 	European-j_television-n_dial-n 	R
2 	fuel-n_supply-n_line-n 	R
2 	long-term-j_health-n_care-n 	R
2 	unregulated-j_business-n_revenue-n 	R
2 	special-j_emergency-n_aid-n 	R
2 	old-j_storage-n_room-n 	R
2 	net-j_asset-n_value-n 	R
2 	bad-j_trade-n_number-n 	R
2 	miracle-n_home-n_run-n 	R
2 	high-j_satisfaction-n_rating-n 	R
2 	total-j_resort-n_environment-n 	R
2 	important-j_business-n_tie-n 	R
2 	so-called-j_spin-n_caster-n 	R
2 	former-j_history-n_teacher-n 	R
2 	small-j_printing-n_business-n 	R
2 	European-j_stock-n_market-n 	R
2 	well-known-j_computer-n_brand-n 	R
2 	local-j_telephone-n_service-n 	R
2 	chief-j_portfolio-n_manager-n 	R
2 	top-j_program-n_trader-n 	R
2 	former-j_marketing-n_executive-n 	R
2 	full-page-j_magazine-n_ad-n 	R
2 	British-j_investment-n_fund-n 	R
2 	independent-j_telephone-n_company-n 	R
2 	earning-n_asset-n_base-n 	R
2 	good-j_media-n_play-n 	R
2 	modest-j_revenue-n_gain-n 	R
2 	chief-j_operating-n_officer-n 	R
2 	major-j_lobbying-n_effort-n 	R
2 	average-j_CD-n_yield-n 	R
2 	overall-j_package-n_price-n 	R
2 	new-j_tv-n_ad-n 	R
2 	new-j_theater-n_building-n 	R
2 	French-j_journalism-n_convention-n 	R
2 	stable-j_balance-n_sheet-n 	R
2 	Indian-j_capital-n_market-n 	R
2 	group-n_cash-n_flow-n 	R
2 	key-j_evening-n_period-n 	R
2 	chief-n_investment-n_officer-n 	R
2 	federal-j_mortgage-n_market-n 	R
2 	comprehensive-j_health-care-n_policy-n 	R
2 	fixed-j_exchange-n_rate-n 	R
2 	total-j_equity-n_capital-n 	R
2 	large-j_banking-n_scandal-n 	R
2 	accompanying-j_payment-n_burden-n 	R
2 	multinational-j_oil-n_company-n 	R
2 	untrained-j_labor-n_pool-n 	R
2 	overseas-j_vehicle-n_production-n 	R
2 	corporate-j_emergency-n_planning-n 	R
2 	steady-j_afternoon-n_rain-n 	R
2 	proposed-j_stock-n_purchase-n 	R
2 	conventional-j_mortgage-n_financing-n 	R
2 	foreign-j_car-n_maker-n 	R
2 	early-j_preparation-n_work-n 	R
2 	traditional-j_investment-n_style-n 	R
2 	first-j_bond-n_issue-n 	R
2 	national-j_purchasing-n_manager-n 	R
2 	Japanese-j_brokerage-n_firm-n 	R
2 	favorite-j_encore-n_piece-n 	R
2 	excess-j_cash-n_flow-n 	R
2 	regional-j_peace-n_accord-n 	R
2 	commuter-n_ferry-n_service-n 	R
2 	federal-j_highway-n_aid-n 	R
2 	key-j_interest-n_rate-n 	R
2 	federal-j_appeal-n_court-n 	R
2 	probable-j_market-n_capitalization-n 	R
2 	free-j_agriculture-n_trade-n 	R
2 	additional-j_insurance-n_protection-n 	R
2 	extraordinary-j_shareholder-n_vote-n 	R
2 	conservative-j_business-n_dress-n 	R
2 	boring-j_holiday-n_party-n 	R
2 	regional-j_success-n_story-n 	R
2 	fast-j_growth-n_rate-n 	R
2 	local-j_union-n_leader-n 	R
2 	wide-ranging-j_cooperation-n_agreement-n 	R
2 	entire-j_broadcast-n_business-n 	R
2 	typical-j_executive-n_car-n 	R
2 	current-j_filing-n_fee-n 	R
2 	new-j_dividend-n_rate-n 	R
2 	former-j_patent-n_agent-n 	R
2 	strong-j_brand-n_image-n 	R
2 	complete-j_plant-n_shutdown-n 	R
2 	commercial-j_air-n_travel-n 	R
2 	Japanese-j_computer-n_industry-n 	R
2 	so-called-j_junk-n_issue-n 	R
2 	Canadian-j_head-n_office-n 	R
2 	low-j_loan-n_volume-n 	R
2 	replacement-n_auto-n_glass-n 	R
2 	legitimate-j_success-n_story-n 	R
2 	corporate-j_vice-n_president-n 	R
2 	fierce-j_bidding-n_war-n 	R
2 	European-j_pasta-n_market-n 	R
2 	European-j_auto-n_analyst-n 	R
2 	favorite-j_watering-n_hole-n 	R
2 	little-j_selling-n_pressure-n 	R
2 	large-j_volume-n_decline-n 	R
2 	global-j_cargo-n_system-n 	R
2 	federal-j_trial-n_court-n 	R
2 	long-term-j_care-n_insurance-n 	R
2 	regional-j_business-n_center-n 	R
2 	major-j_shareholder-n_group-n 	R
2 	regular-j_airline-n_stock-n 	R
2 	current-j_product-n_line-n 	R
2 	major-j_electronics-n_problem-n 	R
2 	bad-j_trade-n_performance-n 	R
2 	pilot-n_training-n_school-n 	R
2 	unwelcome-j_takeover-n_bid-n 	R
2 	major-j_capacity-n_expansion-n 	R
2 	assistant-j_district-n_attorney-n 	R
2 	wise-j_business-n_investment-n 	R
2 	giant-j_storage-n_tank-n 	R
2 	own-j_trading-n_vehicle-n 	R
2 	Japanese-j_investor-n_interest-n 	R
2 	strategy-n_development-n_director-n 	L
2 	environmental-j_engineering-n_concern-n 	L
2 	investment-n_banking-n_firm-n 	L
2 	real-j_estate-n_profit-n 	L
2 	intimate-j_apparel-n_division-n 	L
2 	department-n_store-n_operator-n 	L
2 	commercial-j_bank-n_debt-n 	L
2 	computer-n_software-n_firm-n 	L
2 	last-j_minute-n_reprieve-n 	L
2 	immune-j_deficiency-n_syndrome-n 	L
2 	money-n_management-n_company-n 	L
2 	car-n_rental-n_insurance-n 	L
2 	drug-n_cartel-n_mafia-n 	L
2 	individual-j_policy-n_service-n 	L
2 	long-term-j_deposit-n_rating-n 	L
2 	waste-n_heat-n_recovery-n 	L
2 	stock-n_market-n_debacle-n 	L
2 	child-n_custody-n_case-n 	L
2 	credit-n_rating-n_concern-n 	L
2 	television-n_production-n_firm-n 	L
2 	budget-n_committee-n_session-n 	L
2 	joint-j_venture-n_agency-n 	L
2 	cable-n_television-n_contract-n 	L
2 	discount-n_rate-n_increase-n 	L
2 	defense-n_authorization-n_bill-n 	L
2 	home-n_market-n_demand-n 	L
2 	Western-j_government-n_report-n 	L
2 	commodity-n_trading-n_outfit-n 	L
2 	foreign-j_exchange-n_dealer-n 	L
2 	European-j_currency-n_relationship-n 	L
2 	oil-n_pipeline-n_operator-n 	L
2 	advanced-j_communication-n_technology-n 	L
2 	luxury-n_auto-n_maker-n 	L
2 	gas-n_marketing-n_concern-n 	L
2 	computer-n_publishing-n_conference-n 	L
2 	consumer-n_marketing-n_technique-n 	L
2 	appellate-j_court-n_seat-n 	L
2 	subscription-n_renewal-n_rate-n 	L
2 	employee-n_assistance-n_program-n 	L
2 	aviation-n_consulting-n_firm-n 	L
2 	junk-n_bond-n_trader-n 	L
2 	economic-j_policy-n_address-n 	L
2 	home-n_shopping-n_venture-n 	L
2 	beauty-n_product-n_line-n 	L
2 	credit-n_rating-n_company-n 	L
2 	capital-n_appreciation-n_bond-n 	L
2 	health-n_care-n_concern-n 	L
2 	electrical-j_wire-n_insulation-n 	L
2 	natural-j_gas-n_contract-n 	L
2 	corporate-j_service-n_group-n 	L
2 	ultrasound-n_equipment-n_system-n 	L
2 	joint-j_operating-n_pact-n 	L
2 	bond-n_market-n_sentiment-n 	L
2 	hazardous-j_waste-n_incinerator-n 	L
2 	direct-j_mail-n_marketer-n 	L
2 	interest-n_rate-n_outlook-n 	L
2 	civic-j_center-n_certificate-n 	L
2 	working-n_capital-n_facility-n 	L
2 	mutual-j_fund-n_unit-n 	L
2 	deficit-n_reduction-n_bill-n 	L
2 	air-n_safety-n_director-n 	L
2 	ad-n_agency-n_group-n 	L
2 	open-j_market-n_operation-n 	L
2 	female-n_hormone-n_diethylstilbestrol-n 	L
2 	strategic-j_planning-n_firm-n 	L
2 	telecommunication-n_equipment-n_supply-n 	L
2 	debt-n_reduction-n_exercise-n 	L
2 	mutual-j_fund-n_industry-n 	L
2 	oil-n_filler-n_cap-n 	L
